"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
0.134356817949782,0.151308852054403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.168343075237191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.323577198735008,0.157315598291558,0,0,0,0,0,0,0.307333649212779,0.324237093679008,0,0,0,0.260558450427774,0.265462835481563,0,0,0,0.338525632988029,0,0,0,0,0,0,0.322826160259399,0,1,0,0,0,0,0,0,0,0.32374910260516,0,0,0,0.263948323687516,0,0.339699661758853,0.225517291152298,0,0.258840478225123,0
0.764260833532951,0.713448711762715,0,0.582265309822738,0,0,0.563907649057799,0,0.169852148836093,0,0.477276365430533,0,0,0,0,0,0,0,0,0.198330249778054,0.624735741790946,0,0,0.621181385693647,0.610071463000675,0.62412096762199,0,0,0.212068590543371,0,0,0,1,0,0.765054433261014,0,0.569465823497982,0.250948402636043,0.272665147727256,0,0.668443057857045,0.729612044349804,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.780006230337491,0.765670504617916,0,0.599042494029414,0,0,0.580728028099059,0,0.202608002776293,0,0.483851248355219,0.158327783816202,0,0,0,0,0,0,0,0.198833480515333,0.654369597747059,0.128303567627018,0,0.656928049735781,0.649031038837647,0.687078035956499,0,0,0.232878731776276,0,0.168343075237193,0,0.765054433260995,0,1,0,0.618858666106383,0.255590127145289,0.298116137553186,0,0.705784206408334,0.742674574916183,0,0,0,0,0,0.128496718158574,0,0.129281482611898
0,0,0,0,0.112255017311201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.557596190522845,0.57379081656853,0,0.460952716072297,0,0,0.437837283478907,0,0,0,0.315500748243244,0,0,0,0,0,0,0,0,0,0.448986175933201,0,0,0.502271263257704,0.494295001507404,0.509330411326291,0,0,0,0,0,0,0.569465823498003,0,0.61885866610642,0,1,0,0.230753293588324,0,0.504163965210084,0.550094429139153,0,0,0,0,0,0,0,0
0.218485257405209,0.234540762187881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203774836199622,0,0,0.186148187672503,0.187858412995086,0.198036742409249,0,0,0,0,0,0,0.250948402636024,0,0.255590127145275,0,0,1,0,0,0.216639617116994,0.219590818959174,0,0,0,0,0,0,0,0
0.292037149020308,0.270879578267602,0,0.201234808123305,0,0,0.208467919163798,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240494979272701,0,0,0.228081945044936,0.226957901045175,0.245932604654477,0,0,0,0,0,0,0.272665147727245,0,0.298116137553183,0,0.230753293588309,0,1,0,0.270428934622368,0.277369048776049,0,0,0,0,0,0,0,0
0,0,0.266558097175521,0,0.779348363887949,0.239795077628465,0,0.478042036191852,0,0.46627563409977,0,0,0.629781060976878,0.592722323693724,0.155777382592933,0.263005264963925,0,0.618672415282145,0.540716704900182,0,0,0,0.744541638380255,0,0,0,0,0,0,0.749876886513278,0,0.323749102605116,0,0,0,0,0,0,0,1,0,0,0.503786805487941,0.595996704259285,0.186698733143779,0.705374256999987,0.523291348564473,0,0.607893262343176,0
0.693521832403401,0.674756364707919,0,0.578410215617942,0,0,0.546567168775145,0,0.172406468253239,0,0.458404666745397,0,0,0,0,0,0,0,0,0.183582861229642,0.550550718522335,0,0,0.593893065662766,0.594914721481377,0.591051882329283,0,0,0.183048033826547,0,0,0,0.668443057857066,0,0.705784206408374,0,0.50416396521008,0.216639617117018,0.270428934622386,0,1,0.660619563719797,0,0,0,0,0,0,0,0
0.767171318830186,0.728712778173393,0,0.617879455515555,0,0,0.594207357956361,0,0.199345962717896,0,0.519056250704572,0,0,0,0,0,0,0,0,0.196879325889298,0.614892068355327,0.151130638870826,0,0.637556652968508,0.633097485138455,0.634087020751533,0,0,0.180875423635269,0,0,0,0.729612044349845,0,0.742674574916247,0,0.550094429139164,0.219590818959206,0.277369048776076,0,0.660619563719813,1,0,0,0,0,0,0,0,0
0,0,0.238667442402255,0,0.523426311396231,0,0,0.310060688824376,0,0.297410120423653,0,0,0.436343968552605,0.41194614457735,0,0,0,0.41486865783329,0.359058512320078,0,0,0,0.476718959531586,0,0,0,0,0,0,0.510017340762603,0,0,0,0,0,0,0,0,0,0.503786805487963,0,0,1,0.370524502610692,0,0.500539529149247,0.3921251627588,0,0.361009245254998,0
0,0,0.246325120911959,0,0.605223669902151,0.201679186948274,0,0.381902988528611,0,0.389666366900016,0,0,0.536391790954062,0.471974310101149,0,0.189905626157618,0,0.476189047063891,0.415063575446171,0,0,0,0.587950670464159,0,0,0,0,0,0,0.601973457026856,0,0.263948323687496,0,0,0,0,0,0,0,0.595996704259316,0,0,0.370524502610695,1,0,0.576033635356683,0.444035266797845,0,0.425343271144196,0
0,0,0,0,0.182169395438246,0,0,0,0,0,0,0,0.197554090784281,0,0,0,0,0,0,0,0,0,0.215230260465731,0,0,0,0,0,0,0.16018685096203,0,0,0,0,0,0,0,0,0,0.186698733143793,0,0,0,0,1,0.177216396455669,0,0,0,0
0,0,0.275896906609917,0,0.760188854534193,0.237238337384149,0,0.457208629119591,0,0.475378667319763,0,0,0.623640897863576,0.563704115167251,0,0.270094070943268,0,0.613791615836798,0.514277298930676,0,0,0,0.710758872714209,0,0,0,0,0,0,0.74588489619526,0,0.339699661758809,0,0,0,0,0,0,0,0.705374256999985,0,0,0.500539529149223,0.576033635356652,0.177216396455655,1,0.521065655622535,0,0.572186344402554,0
0,0,0.214548472587714,0,0.581361972137079,0,0,0.345014391997433,0,0.357383095237701,0,0,0.450589945688565,0.400806770695416,0,0.213360738456144,0,0.474257882174075,0.368467888514718,0,0,0,0.534946256158455,0,0,0,0,0,0,0.573934303890677,0,0.225517291152253,0,0,0,0,0,0,0,0.523291348564442,0,0,0.392125162758763,0.444035266797798,0,0.521065655622505,1,0,0.409710947289549,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128496718158595,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0.237114547877945,0,0.599037820161133,0.21671746196951,0,0.298368055330714,0,0.366656480877294,0,0,0.499996815888863,0.488909821192535,0,0,0,0.483549098894168,0.39381740916871,0,0,0,0.612770670050283,0,0,0,0,0,0,0.534977645542959,0,0.25884047822511,0,0,0,0,0,0,0,0.607893262343223,0,0,0.361009245255011,0.425343271144209,0,0.572186344402601,0.409710947289608,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129281482611889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
